Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
journalArticle,2010,"Bachhav, Y G; Summer, S; Heinrich, A; Bragagna, T; Böhler, C; Kalia, Y N",Effect of controlled laser microporation on drug transport kinetics into and across the skin,Journal of Controlled Release,,0168-3659,https://doi.org/10.1016/j.jconrel.2010.05.025,http://www.sciencedirect.com/science/article/pii/S0168365910003937,"The objectives of this study were to investigate a novel laser microporation technology ( P.L.E.A.S.E. Painless Laser Epidermal System) and to determine the effect of pore number and depth on the rate and extent of drug delivery across the skin. In addition, the micropores were visualized by confocal laser scanning microscopy and histological studies were used to determine the effect of laser fluence (energy applied per unit area) on pore depth. Porcine ear skin was used as the membrane for both the pore characterization and drug transport studies. Confocal images in the XY-plane revealed that the pores were typically 150–200μm in diameter. Histological sections confirmed that fluence could be used to effectively control pore depth — low energy application (4.53 and 13.59J/cm2) resulted in selective removal of the stratum corneum (20–30μm), intermediate energies (e.g., 22.65J/cm2) produced pores that penetrated the viable epidermis (60–100μm) and higher application energies created pores that reached the dermis (>150–200μm). The effects of pore number and pore depth on molecular transport were quantified by comparing lidocaine delivery kinetics across intact and porated skin samples. After 24h, cumulative skin permeation of lidocaine with 0 (control), 150, 300, 450 and 900 pores was 107±46, 774±110, 1400±344, 1653±437 and 1811±642µg/cm2, respectively; there was no statistically significant difference between 300, 450 and 900 pore data — probably due to the effect of drug depletion since >50% of the applied dose was delivered. Importantly, increasing fluence did not produce a statistically significant increase in lidocaine permeation; after 24h, cumulative lidocaine permeation was 1180±448, 1350±445, 1240±483 and 1653±436µg/cm2 at fluences of 22.65, 45.3, 90.6 and 135.9J/cm2, respectively. Thus, shallow pores were equally effective in delivering lidocaine. Increasing lidocaine concentration in the formulation from 10 to 25mg/ml produced a corresponding increase in permeation (at 24h, 1650±437 and 4005±1389µg/cm2, respectively). The validity of the porcine skin model was confirmed as transport across porcine and human skins was shown to be statistically equivalent (at 24h, 1811±642 and 2663±208µg/cm2, respectively). The clinical potential of the technology and its capacity to provide significantly faster delivery than conventional passive administration was demonstrated in short duration experiments involving application of a marketed lidocaine cream (LMX4®) to laser-porated skin; after only 5min of formulation application, lidocaine deposition was measured at 61.3±7.5µg/cm2. In conclusion, the results demonstrate the ability of P.L.E.A.S.E.® (i) to create well-defined conduits in the skin, (ii) to provide a controlled enhancement of transdermal transport and (iii) to enable improvement in both the rate and extent of drug delivery.",2010,8/19/2020 7:00,8/19/2020 7:00,,31–36,,1,146,,,,,,,,,,,,,,,,,,,,,Lidocaine; Micropore; P.L.E.A.S.E.®; Stratum corneum ablation; Transdermal delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2014,"Chiang, Jung-Hsien; Yang, Pei-Ching; Tu, Hsuan",Pattern analysis in daily physical activity data for personal health management,Pervasive and Mobile Computing,,1574-1192,https://doi.org/10.1016/j.pmcj.2013.12.003,http://www.sciencedirect.com/science/article/pii/S1574119213001545,"Purpose: sedentary lifestyles have resulted in an increasing number of people who are at increased risk of various conditions and diseases, including overweight, obesity, and metabolic syndromes. Our objective was to systematically record the daily life journal on a platform to increase the self-awareness and improve the sedentary lifestyle and to assist clinicians in understanding and facilitating patients' daily physical activity. Method: we developed a portable activity pattern recognition system designed to automatically recognize the daily activity habits of users, and provide visualized life logs on the wellness self-management platform for patients and clinicians. Based on the participants' and the clinician's comments, appropriate modifications were made. Results: persuading people to improve their activities during non-working hours can enhance the general physical activity. Since users' smartphones automatically monitor their energy expenditure, healthcare professionals can use these data to assist their patients in addressing health problems stemming from the obesity or metabolic syndromes, thus empowering users to avert or delay the progression of diabetes, cardiovascular disease and other complications. Discussion and conclusions: the clinical pilot study showed the feasibility of applying this persuasive technology to improve the physical activity of overweight people. The limitation of the study is the need for Wi-Fi and 3G environments and a smartphone.",2014,8/19/2020 7:00,8/19/2020 7:00,,13–25,,,13,,,,,,,,,,,,,,,,,,,,,Pattern recognition; Daily activity habits; Health care; Personal health management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bookSection,2018,"Gao, Feng","Chapter 4 - Frameworks for Big Data Integration, Warehousing, and Analytics",Big Data Application in Power Systems,978-0-12-811968-6,,,http://www.sciencedirect.com/science/article/pii/B9780128119686000048,"Chapter Overview Big data is a term for large and complex datasets that traditional processing approaches are not suitable to deal with them. Big data usually comes from the Internet, enterprise systems, Internet of Things, and other information systems. Data collection and preparation, storage management, data processing, data analysis, and knowledge presentation would generate new insights to support decision-making and business intelligent operation. Smart grid is a developing trend of electrical power energy industry. The core message is to implement the next generation of cyber-physical systems shaping future energy industry that is based on a deep merge of operational technology and internet information technology. The growth of smart grid is dependent on the availability of high performance computing (HPC) and analytics technology to process a massive amount of data set. Deployment of advanced technologies within smart grid and usage of state-of-the-art computing systems provide utility companies with innovative capabilities. These advances lead to unprecedented explosion of data volumes. As smart grid operations will leverage advanced metering infrastructure to drive more real time decision-making and operational activities, complex event processing and stream computing are needed for the modern smart grid. The chapter discusses one core technique that would support the growth of smart grid, big data with HPC, with a focus on the platform, data integration, warehousing, and analytics that are particularly adaptive to handle a variety of characteristics of energy industry data. Finally, the chapter summarizes and proposes a comprehensive, technical solution for smart grid platform with applications focusing on complementary operation of multiform energy system that supports all aspects within a data lifetime cycle, e.g., acquisition, storage, analytics, and visualization.",2018,8/19/2020 7:00,8/19/2020 7:00,,57–73,,,,,,,,,,,Elsevier,,,,,,,,,DOI: 10.1016/B978-0-12-811968-6.00004-8,,,,Microgrid; MapReduce; Smart grid; BaaS; Complex event processing; Lambda architecture; Microservice architecture; Spark; Complementary operation of multiform energy syste,,"Arghandeh, Reza; Zhou, Yuxun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2018,"Pires, Paula Maciel; dos Santos, Thais Pires; Fonseca-Gonçalves, Andrea; Pithon, Matheus Melo; Lopes, Ricardo Tadeu; de Almeida Neves, Aline",A dual energy micro-CT methodology for visualization and quantification of biofilm formation and dentin demineralization,Archives of Oral Biology,,0003-9969,https://doi.org/10.1016/j.archoralbio.2017.09.034,http://www.sciencedirect.com/science/article/pii/S0003996917303163,"Objective The aim of this study was to induce artificial caries in human sound dentin by means of a microcosm model using human saliva as source of bacteria and to apply a novel dual-energy micro-CT technique to quantify biofilm formation and evaluate its demineralization potential. Design Eight sound third molars had the occlusal enamel removed by cutting with a diamond disk and five cylindrical cavities (±2mm diameter; ±1.5mm depth) were prepared over the dentin surface in each specimen (n=40 cavities). After sterilization, each specimen received the bacterial salivary inoculum obtained from individuals without any systemic diseases presenting dentin caries lesions and were incubated in BHI added of with 5% sucrose for 96h to allow biofilm formation. After that, two consecutive micro-CT scans were acquired from each specimen (40kv and 70kv). Reconstruction of the images was performed using standardized parameters. After alignment, registration, filtering and image calculations, a final stack of images containing the biofilm volume was obtained from each prepared cavity. Dentin demineralization degree was quantified by comparison with sound dentin areas. All data were analyzed using Shapiro-Wilk test and Spearman correlation using α=5%. Results Dual-energy micro-CT technique disclosed biofilm formation in all cavities. Biofilm volume inside each cavity varied from 0.30 to 1.57mm3. A positive correlation between cavity volume and volume of formed biofilm was obtained (0.77, p<0.01). The mineral decrease obtained in dentin was high (±90%) for all cavities and all demineralized areas showed mineral density values lower than a defined threshold for dentin caries (1.2g/cm3). Conclusion Dual-energy micro-CT technique was successful in the quantification of a microcosm human bacterial biofilm formation and to quantify its demineralization potential in vitro.",2018,8/19/2020 7:00,8/19/2020 7:00,,10–15,,,85,,,,,,,,,,,,,,,,,,,,,Dental biofilm; Dual-energy; Micro-CT; Microcosm model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2011,"Smith, Donald L",Evaluated Nuclear Data Covariances: The Journey From ENDF/B-VII.0 to ENDF/B-VII.1,Nuclear Data Sheets,,0090-3752,https://doi.org/10.1016/j.nds.2011.11.004,http://www.sciencedirect.com/science/article/pii/S0090375211001153,"Recent interest from data users on applications that utilize the uncertainties of evaluated nuclear reaction data has stimulated the data evaluation community to focus on producing covariance data to a far greater extent than ever before. Although some uncertainty information has been available in the ENDF/B libraries since the 1970ʼs, this content has been fairly limited in scope, the quality quite variable, and the use of covariance data confined to only a few application areas. Today, covariance data are more widely and extensively utilized than ever before in neutron dosimetry, in advanced fission reactor design studies, in nuclear criticality safety assessments, in national security applications, and even in certain fusion energy applications. The main problem that now faces the ENDF/B evaluator community is that of providing covariances that are adequate both in quantity and quality to meet the requirements of contemporary nuclear data users in a timely manner. In broad terms, the approach pursued during the past several years has been to purge any legacy covariance information contained in ENDF/B-VI.8 that was judged to be subpar, to include in ENDF/B-VII.0 (released in 2006) only those covariance data deemed then to be of reasonable quality for contemporary applications, and to subsequently devote as much effort as the available time and resources allowed to producing additional covariance data of suitable scope and quality for inclusion in ENDF/B-VII.1. Considerable attention has also been devoted during the five years since the release of ENDF/B-VII.0 to examining and improving the methods used to produce covariance data from thermal energies up to the highest energies addressed in the ENDF/B library, to processing these data in a robust fashion so that they can be utilized readily in contemporary nuclear applications, and to developing convenient covariance data visualization capabilities. Other papers included in this issue discuss in considerable detail various aspects of the data producer communityʼs efforts to improve the evaluation methods and to add covariance content to the ENDF/B library. The present paper offers just a brief glimpse of these activities by drawing material from covariance papers presented at meetings, workshops and international conferences during the past five years. Highlighted are: advances in methods for producing and processing covariance data, recently developed covariance visualization capabilities, and the development and implementation of quality assurance (QA) requirements that should be satisfied for covariance data to be included in ENDF/B-VII.1.",2011,8/19/2020 7:00,8/19/2020 7:00,,3037–3053,,12,112,,,,,,,,,,,,,,,,,,<p>Special Issue on ENDF/B-VII.1 Library</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bookSection,2010,"Kaila, Madan; Kaila, Rakhi",3 - Magnetic Resonance Imaging Diagnostics of Human Brain Disorders,Quantum Magnetic Resonance Imaging Diagnostics of Human Brain Disorders,978-0-12-384711-9,,,http://www.sciencedirect.com/science/article/pii/B9780123847119000038,"Publisher Summary The signal in magnetic resonance imaging MRI sequences depends on chemical composition of tissues; cellular organization and metabolism are of little relevance. Diffusion-weighted images (DWI) is designed to evaluate diffusion movements of the molecules on a spatial axis. These incoherent microscopic molecular movements cause loss of phase of the protons and reduce signal intensity. Diffusion may be evaluated on a different spatial axis at different time/space scales, depending on the direction, timing, and strength of the applied magnetic field gradients. Signal may simply be converted into an image or may be further elaborated to obtain a quantitative map of the ADC. A region of restricted diffusion on a given spatial axis will appear hyperintense on the DWI and hypointense on the ADC maps. Diffusion in the tissues depends on capillary flow and on the intracellular movements requiring active metabolism. In addition proton magnetic resonance spectroscopy (PMRS) provides useful information, complementing that gained through MRI, with regard to cell membrane proliferation, neuronal damage, energy metabolism, and necrotic transformation of brain or tumor tissues. One needs to be able to interpret both images and the spectroscopy data accurately to derive information about the location, edema, mass effect, calcification, cyst formation, visualization, and contrast enhancement, given the patient's age and clinical presentation.",2010,8/19/2020 7:00,8/19/2020 7:00,,249–503,,,,,,,,,,,Elsevier,London,,,,,,,,DOI: 10.1016/B978-0-12-384711-9.00003-8,,,,,,"Kaila, Madan; Kaila, Rakhi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2017,"Türkez, Hasan; Arslan, Mehmet Enes; Sönmez, Erdal; Tatar, Abdulgani; Açikyildiz, Metin; Geyikoğlu, Fatime",Toxicogenomic responses of human alveolar epithelial cells to tungsten boride nanoparticles,Chemico-Biological Interactions,,0009-2797,https://doi.org/10.1016/j.cbi.2017.06.027,http://www.sciencedirect.com/science/article/pii/S0009279717301308,"During the recent years, microarray analysis of gene expression has become an inevitable tool for exploring toxicity of drugs and other chemicals on biological systems. Therefore, toxicogenomics is considered as a fruitful area for searching cellular pathways and mechanisms including cancer, immunological diseases, environmental responses, gene-gene interactions and chemical toxicity. In this work, we examined toxic effects of Tungsten Borides NPs on gene expression profiling of the human lung alveolar epithelial cells (HPAEpiC). In line with this purpose, a single crystal of tungsten boride (mixture of WB and W2B) nanoparticles was synthesized by means of zone melting method, and characterized via using X-ray crystallography (XRD), transmission electron microscope (TEM), scanning electron microscope (SEM) and energy-dispersive X-ray spectroscopy (EDX) techniques. Cell viability and cytotoxicity were determined by 3-(4,5-dimethyl-thiazol-2-yl) 2,5-diphenyltetrazolium bromide (MTT), neutral red (NR) and lactate dehydrogenase (LDH) release tests. The whole genome microarray expression analysis was performed to find out the effects of WB and W2B NPs mixture on gene expression of the HPAEpiC cell culture. 123 of 40,000 gene probes were assigned to characterize expression profile for WB/W2B NPs exposure. According to results; 70 genes were up-regulated and 53 genes were down-regulated (≥2 fold change). For further investigations, these genes were functionally classified by using DAVID (The Database for Annotation, Visualization and Integrated Discovery) with gene ontology (GO) analysis. In the light of the data gained from this study, it could be concluded that the mixture of WB/W2B NPs can affect cytokine/chemokine metabolism, angiogenesis and prevent migration/invasion by activating various genes.",2017,8/19/2020 7:00,8/19/2020 7:00,,257–265,,,273,,,,,,,,,,,,,,,,,,,,,Human lung alveolar epithelial cells; Microarray analysis; Toxicogenomics; Tungsten boride nanoparticles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2019,"Wu, Kaiyao; Yang, Tinggan; Wei, Xiaoyan","Define, process and describe the intersectoral embedded carbon flow network in China",MethodsX,,2215-0161,https://doi.org/10.1016/j.mex.2019.08.003,http://www.sciencedirect.com/science/article/pii/S2215016119302055,"This article focuses on defining the intersectoral embedded carbon flow network as a matrix to mimic the complex economic-energy-environment symbiotic system in China. We propose a set of synthetical methodologies, which combines life cycle assessment (LCA) and social network analysis (SNA) in the input–output framework. The nodes and relations between nodes in the network are delicately designed such that these relations, which represent the carbon intensity of total intersectoral input between sectors, can be comparable among sectors and over time. Subsequently, based on longitudinal data of input–output tables in China, we derive, sequentialize and dichotomize matrices in order to apply the SNA method to describe the evolution of the intersectoral embedded carbon flow network. The SNA methods used include network visualization, triad census, cohesion metrics, position metrics and core–periphery modeling. Our synthetical methodologies provide a potential systematic solution to carbon reduction in China and help policy makers determine policy priorities rationally. •By constructing an intersectoral embedded carbon flow network matrix, we provide an easily explicable map to aid in the investigation and research in human derived CO2 emissions embedded in the network.•By describing the longitudinal network matrices with SNA, the evolution of the complex economic-energy-environment symbiotic system in China can be mapped out, such as an example illustrated in Wu et al. [1].",2019,8/19/2020 7:00,8/19/2020 7:00,,2037–2045,,,6,,,,,,,,,,,,,,,,,,,,,Carbon intensity; Input–output; Life cycle assessment; Social network analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2018,"Frontzek, M D; Andrews, K M; Jones, A B; Chakoumakos, B C; Fernandez-Baca, J A",The Wide Angle Neutron Diffractometer squared (WAND2) - Possibilities and future,Physica B: Condensed Matter,,0921-4526,https://doi.org/10.1016/j.physb.2017.12.027,http://www.sciencedirect.com/science/article/pii/S0921452617310128,"The Wide Angle Neutron Diffractometer (WAND) at the High Flux Isotope Reactor (HFIR), Oak Ridge National Laboratory (ORNL) has been built and continues to be, a joint project between ORNL and the Japan Atomic Energy Agency (JAEA). Equipped with a 1-dimensional position sensitive detector (PSD), the instrument is a multi-purpose instrument for both powder and single crystal diffraction. WAND is currently in the process of a 2-phase upgrade to become a world-class, general purpose instrument. In phase 1, finished in the beginning of 2016, the whole instrument was essentially re-built from scratch, keeping only the front-end and the 1-D PSD. Phase 2 will replace the 1-D PSD with the state-of-the-art BNL120 2-D PSD which comes from the Los Alamos Neutron Science Center. Currently, the detector is integrated off-line into the data acquisition architecture at HFIR and SNS. The new instrument, WAND2, will have event mode capability, improved efficiency, and higher resolution and will be available for general users in the proposal call 2018A. This contribution presents results highlighting the improvements on WAND after phase 1. The upgraded instrument now accommodates the whole suite of available sample environment (50 mK–1500 K, magnetic fields (5 T), high pressures (4 GPa)). Also, the background could be reduced significantly by a factor of 2 through improved shielding, allowing the detection of weak signals. The phase 2 upgrade will require new electronics, data acquisition, and visualization and will result in an altogether new instrument: WAND2.",2018,8/19/2020 7:00,8/19/2020 7:00,,464–467,,,551,,,,,,,,,,,,,,,,,,<p>The 11th International Conference on Neutron Scattering (ICNS 2017)</p>,,,Instrumentation; Neutron scattering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2018,"Asahara, Takashi; Hayashi, Hiroaki; Goto, Sota; Tomita, Emi; Kimoto, Natsumi; Mihara, Yoshiki; Asakawa, Takumi; Kanazawa, Yuki; Katsumata, Akitoshi; Higashino, Kosaku; Yamashita, Kazuta; Okazaki, Tohru; Hashizume, Takuya",Exposure dose measurement during diagnostic pediatric X-ray examination using an optically stimulated luminescence (OSL) dosimeter based on precise dose calibration taking into consideration variation of X-ray spectra,Radiation Measurements,,1350-4487,https://doi.org/10.1016/j.radmeas.2018.10.007,http://www.sciencedirect.com/science/article/pii/S1350448718304621,"When dosimetry is performed in actual clinical situations using diagnostic X-rays, the energy dependence of the dosimeter should be taken into consideration. Although the dosimeter is calibrated with standard X-rays, it is unclear whether this dosimeter can be used in various clinical situations in which radiation exposure is not only caused by direct X-rays but also scattered X-rays. In this paper, in order to evaluate the applicability of an OSL dosimeter, we propose a novel method to derive a proper calibration factor using X-ray spectrum and the efficiency of the dosimeter. The X-ray spectra were calculated by means of a Monte-Carlo simulation code taking into consideration the effects of beam hardening, scattered X-rays and backscattering X-rays. As a result of analysis of calibration factors, we found that the difference of calibration factors from the standard, which was determined with 80 kV X-rays, was within 30%. Here, we focused our attention on dose measurement of medical staff who held a patient during pediatric X-ray examination; in this examination, a calibration factor can be determined precisely. In order to determine the dosimetric points, we mimicked a clinical situation using a neonate phantom and human dummies, and surface dose distributions to the human dummies were visualized. Based on the phantom study, we determined that the dosimetric positions of both hands and neck of the assistant during the actual clinical measurement were most important. Then, actual dosimetry in a clinical situation was performed. The OSL dosimeters were attached to the neck and hands of assistants during a pediatric X-ray examination, and doses were evaluated individually for each examination (N = 163). By analyzing data trends, we found that the dose to the assistant's hands was relatively higher when a younger patient was examined. In contrast, the dose to the neck position was the same regardless of the patient's age. In conclusion, we performed accurate dosimetry taking into consideration differences of X-ray spectra being incident to the dosimeter, and using our method, we can analyze individual doses to assistants for each pediatric X-ray examination.",2018,8/19/2020 7:00,8/19/2020 7:00,,209–219,,,119,,,,,,,,,,,,,,,,,,,,,Actual dose measurement; Medical dosimetry; OSL dosimeter; Pediatric X-ray examination; Penetrating X-rays; Scattered X-rays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2018,"Büth, Lennart; Blume, Stefan; Posselt, Gerrit; Herrmann, Christoph",Training concept for and with digitalization in learning factories: An energy efficiency training case,Procedia Manufacturing,,2351-9789,https://doi.org/10.1016/j.promfg.2018.04.012,http://www.sciencedirect.com/science/article/pii/S2351978918304840,"Industry 4.0 is regarded as the fourth industrial revolution, posing huge challenges to industry in terms of technology implementation as well as human resources development. Adequate education and training is required in order to prepare employees for changes in their working environment related to quickly advancing digitalization. In particular, theoretical knowledge and practical skills regarding data acquisition, processing, visualization and interpretation are needed to exploit the full potential of digitalization. Learning factories offer a suitable environment to combine theoretical learning and practical application and are therefore predestined to impart Industry 4.0 knowledge and skills. Beyond this background, in this paper a training concept for industrial employees in a learning factory environment is described. The concept focuses on the topics energy transparency and efficiency in manufacturing, which is strongly enhanced by digitalization due to the need to combine sensor data, machine data and production planning and execution. The training covers relevant elements on the way from manual to highly automated solutions. Hence, it fosters both, the understanding of the basic methods as well as their implementation in the context of Industry 4.0. An overview of energy efficiency and digitalization trainings in learning factories is stated. Following, the specific training concept and the environment is described thereafter the concept is generalized. As the concept has been already implemented in practice, first experiences are used to show the effectiveness of this approach.",2018,8/19/2020 7:00,8/19/2020 7:00,,171–176,,,23,,,,,,,,,,,,,,,,,,<p>“Advanced Engineering Education &amp; Training for Manufacturing Innovation”8th CIRP Sponsored Conference on Learning Factories (CLF 2018)</p>,,,Training; Industry 4.0; Digitalization; Energy Efficiency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2012,"Gröger, Gerhard; Plümer, Lutz",CityGML – Interoperable semantic 3D city models,ISPRS Journal of Photogrammetry and Remote Sensing,,0924-2716,https://doi.org/10.1016/j.isprsjprs.2012.04.004,http://www.sciencedirect.com/science/article/pii/S0924271612000779,"CityGML is the international standard of the Open Geospatial Consortium (OGC) for the representation and exchange of 3D city models. It defines the three-dimensional geometry, topology, semantics and appearance of the most relevant topographic objects in urban or regional contexts. These definitions are provided in different, well-defined Levels-of-Detail (multiresolution model). The focus of CityGML is on the semantical aspects of 3D city models, its structures, taxonomies and aggregations, allowing users to employ virtual 3D city models for advanced analysis and visualization tasks in a variety of application domains such as urban planning, indoor/outdoor pedestrian navigation, environmental simulations, cultural heritage, or facility management. This is in contrast to purely geometrical/graphical models such as KML, VRML, or X3D, which do not provide sufficient semantics. CityGML is based on the Geography Markup Language (GML), which provides a standardized geometry model. Due to this model and its well-defined semantics and structures, CityGML facilitates interoperable data exchange in the context of geo web services and spatial data infrastructures. Since its standardization in 2008, CityGML has become used on a worldwide scale: tools from notable companies in the geospatial field provide CityGML interfaces. Many applications and projects use this standard. CityGML is also having a strong impact on science: numerous approaches use CityGML, particularly its semantics, for disaster management, emergency responses, or energy-related applications as well as for visualizations, or they contribute to CityGML, improving its consistency and validity, or use CityGML, particularly its different Levels-of-Detail, as a source or target for generalizations. This paper gives an overview of CityGML, its underlying concepts, its Levels-of-Detail, how to extend it, its applications, its likely future development, and the role it plays in scientific research. Furthermore, its relationship to other standards from the fields of computer graphics and computer-aided architectural design and to the prospective INSPIRE model are discussed, as well as the impact CityGML has and is having on the software industry, on applications of 3D city models, and on science generally.",2012,8/19/2020 7:00,8/19/2020 7:00,,12–33,,,71,,,,,,,,,,,,,,,,,,,,,Standards; GIS; City; Interoperability; Three-dimensional; Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2018,"Hamid, Aamir; Hashim; Khan, Masood; Hafeez, Abdul",Unsteady stagnation-point flow of Williamson fluid generated by stretching/shrinking sheet with Ohmic heating,International Journal of Heat and Mass Transfer,,0017-9310,https://doi.org/10.1016/j.ijheatmasstransfer.2018.05.076,http://www.sciencedirect.com/science/article/pii/S0017931018317307,"On account of engineering applications and its complexity, the flows of non-Newtonian fluid caused by stretching/shrinking surface has turned out to be standout amongst the difficult research fields of fluid mechanics. Therefore, the central concern of this article is to identify the simultaneous consequences of viscous dissipation and Ohmic heating on the flow of an electrically conducting Williamson fluid generated by stretching/shrinking sheet. Flow is subject to a time-dependent magnetic field which is applied in transverse direction. The dimensionless variables are used to transform the governing equations including mass, momentum and energy conservation into ordinary differential equations. The reduced equations subject to the given boundary conditions have been solved by employing Runge-Kuta Fehlberg method followed by shooting technique. In addition, the multiple solutions for dimensionless fluid velocity and temperature distributions are captured when certain amount of mass suction is employed through the porous shrinking surface. The dynamic thermo-physical dimensionless parameters controlling the flow and heat transfer features are the magnetic parameter, viscosity ratio parameter, Weissenberg number, suction parameter, Eckert number and Prandtl number. It is visualized from multiple branches that the skin friction enhances with magnetic parameter for the upper branch solution and it reduces for lower branch solution. On the other side, obtained numerical results illustrated that the rate of heat transfer shows an accelerating trend with higher unsteadiness parameter for both the solutions. The obtained results show a better agreement of this model with respect to experimental data, compared to the homogeneous model.",2018,8/19/2020 7:00,8/19/2020 7:00,,933–940,,,126,,,,,,,,,,,,,,,,,,,,,Magnetohydrodynamic; Multiple solutions; Ohmic heating; Stretching/shrinking sheet; Viscous dissipation; Williamson fluid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2019,"Perissinotto, Rodolfo Marcilli; Monte Verde, William; Gallassi, Mariana; Gonçalves, Gabriel F N; de Castro, Marcelo Souza; Carneiro, João; Biazussi, Jorge Luiz; Bannwart, Antonio Carlos",Experimental and numerical study of oil drop motion within an ESP impeller,Journal of Petroleum Science and Engineering,,0920-4105,https://doi.org/10.1016/j.petrol.2019.01.025,http://www.sciencedirect.com/science/article/pii/S092041051930035X,"The Electrical Submersible Pump (ESP) is a multistage centrifugal pump used in the petroleum industry as an artificial lift method. The ESP usually works with the presence of two-phase liquid-liquid flows that constitute dispersions and emulsions, causing performance losses and operational problems. This research aims to investigate the behavior and evaluate the dynamics of individual oil drops in an oil-in-water dispersion within an ESP impeller. The study adopts experimental and numerical approaches. Initially, experiments were performed using an experimental facility with a high-speed camera and an ESP prototype working at 600 rpm and 900 rpm, for water flows around the Best Efficiency Point (BEP) and with the injection of oil drops at a low flow rate. The acquired images were processed, and a drop sample was tracked, enabling the analysis of the size, shape, path, velocity, and acceleration of the oil drops. Numerical simulations were executed in ANSYS® software to define relevant parameters related to water and oil drops, such as velocities, accelerations, forces, turbulent dissipation, and residence time. The images reveal a unique flow pattern of dispersed drops in a continuous water phase. The oil drops' diameters vary from tenths of a millimeter to around 3 mm. The drops' trajectories can be classified into three different regions within the impeller channels. The drops' velocities stay in the order of 1 m/s, while accelerations can reach hundreds of m/s2. The velocity profiles show that the oil drops tend to decelerate during their trajectory, while the acceleration profiles suggest peaks at the channel inlet and outlet. High intense turbulence is present in the impeller entrance zone. The evaluation of the residence time and the particle Reynolds number suggest that smaller oil drops follow the water streamlines, while larger oil drops tend to be affected by external forces. The main forces that govern the oil drop motion are the drag, the pressure gradient, and the virtual mass forces. The force from the pressure gradient is tenfold greater than the force from the drag. The virtual mass effect is significant only in the impeller inlet. In general, in this research, numerical results show a satisfactory agreement with the experimental data.",2019,8/19/2020 7:00,8/19/2020 7:00,,881–895,,,175,,,,,,,,,,,,,,,,,,,,,CFD; Centrifugal pump; Flow visualization; Oil drop dynamics; Two-phase liquid-liquid flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
